page_key,title,level,edition,level_2_area,file_path,url_path,description,link_phrases
non_partisan_site_overview,Why A Non-Partisan Site,2,main,non_partisan_site,non_partisan_site/overview.mdx,/docs/non_partisan_site/overview/,"What the .io door is for: capture so egregious it runs against both parties, and a forum both bases can decide in.",why a non-partisan site; non-partisan site; non-partisan door; cross-party ground
non_partisan_site_the_cross_party_forum,The cross-party forum,3,main,non_partisan_site,non_partisan_site/the_cross_party_forum.mdx,/docs/non_partisan_site/the_cross_party_forum/,"A decision venue, not a debate venue: how citizens from different parties reach a usable answer on a problem Washington has not fixed.",cross-party forum; decision venue
non_partisan_site_what_crosses_both_parties,What crosses both parties,3,main,non_partisan_site,non_partisan_site/what_crosses_both_parties.mdx,/docs/non_partisan_site/what_crosses_both_parties/,The capture so egregious it damages Republicans and Democrats alike — and how you tell it apart from an ordinary partisan fight.,what crosses both parties; crosses both parties; damages both bases
non_partisan_site_what_lives_on_the_party_doors,What lives on the party doors,3,main,non_partisan_site,non_partisan_site/what_lives_on_the_party_doors.mdx,/docs/non_partisan_site/what_lives_on_the_party_doors/,"The list of things that exist only on the four .com doors, and why this door is deliberately narrower.",what lives on the party doors; lives only on a party door; only on the party doors
open_data_overview,Open Data,2,main,open_data,open_data/overview.mdx,/docs/open_data/overview/,"The movement's public record is a git repository. Clone it, check every claim, send back a correction.",open data
open_data_clone_the_record,Clone the record,3,main,open_data,open_data/clone_the_record.mdx,/docs/open_data/clone_the_record/,"Getting the whole public record onto your machine, and how the app uses it.",clone the record
open_data_propose_a_correction,Propose a correction,3,main,open_data,open_data/propose_a_correction.mdx,/docs/open_data/propose_a_correction/,"How anybody fixes something wrong in the record, and why a decline has to state its reason.",propose a correction
open_data_the_sourcing_rule,The sourcing rule,3,main,open_data,open_data/the_sourcing_rule.mdx,/docs/open_data/the_sourcing_rule/,"No claim about a living person without a source, enforced at the door rather than at review.",sourcing rule; the sourcing rule; sourced at the door
politicians_overview,Politicians,2,main,politicians,politicians/overview.mdx,/docs/politicians/overview/,Everything we publish about a politician is an award earned or not earned - and the wall that keeps the record separate from the resume.,politician record
politicians_award_not_a_score,"Award, not a score",3,main,politicians,politicians/award_not_a_score.mdx,/docs/politicians/award_not_a_score/,"The one copy decision in this product with a legal edge on it, and everything that follows from it.","award, not a score; awards, not scores; an award, never a score"
politicians_dispute_a_record,Dispute a record,3,main,politicians,politicians/dispute_a_record.mdx,/docs/politicians/dispute_a_record/,"The correction channel for subjects and their staff, and the posture that binds every rendering.",dispute a record
politicians_the_wall,The wall,3,main,politicians,politicians/the_wall.mdx,/docs/politicians/the_wall/,"What feeds which award, why nothing crosses, and how the separation is enforced.",the wall
problem_laws_overview,Problem Laws,2,main,problem_laws,problem_laws/overview.mdx,/docs/problem_laws/overview/,"The enacted laws the American people did not want, were not asked about, and are governed by anyway.",problem laws; problem law
problem_laws_how_badness_is_rated,How badness is rated,3,main,problem_laws,problem_laws/how_badness_is_rated.mdx,/docs/problem_laws/how_badness_is_rated/,"The 1 to 100 badness rating, who sets it, and what the citizen vote does and does not move.",how badness is rated; badness rating
problem_laws_report_a_problem_law,Report a problem law,3,main,problem_laws,problem_laws/report_a_problem_law.mdx,/docs/problem_laws/report_a_problem_law/,"How any citizen submits a law they believe belongs in the library, and what happens next.",report a problem law
problem_laws_what_makes_a_law_a_problem,What makes a law a problem law,3,main,problem_laws,problem_laws/what_makes_a_law_a_problem.mdx,/docs/problem_laws/what_makes_a_law_a_problem/,The admission tests a law has to fail before it enters the problem law library.,what makes a law a problem law
problems_overview,Problems,2,main,problems,problems/overview.mdx,/docs/problems/overview/,"The movement's ranked catalog of what is wrong, each one sourced and open for citizens to add to.",
problems_how_problems_are_ranked,How problems are ranked,3,main,problems,problems/how_problems_are_ranked.mdx,/docs/problems/how_problems_are_ranked/,"Severity, priority, and the difference between what citizens order and what the arithmetic uses.",how problems are ranked
problems_the_current_catalog,The current catalog,3,main,problems,problems/the_current_catalog.mdx,/docs/problems/the_current_catalog/,"What is in the catalog now, how to read an entry, and how to add one.",current catalog
problems_what_is_a_problem_record,What is a problem record,3,main,problems,problems/what_is_a_problem_record.mdx,/docs/problems/what_is_a_problem_record/,"The anatomy of a problem: statement, harm, root causes, violation, and what fixed looks like.",what is a problem record; problem record
qualifications_overview,Qualifications,2,main,qualifications,qualifications/overview.mdx,/docs/qualifications/overview/,"What makes somebody worth electing - rubrics published in the open, before anybody is assessed.",qualifications; qualification areas; published rubrics
qualifications_how_a_rubric_works,How a rubric works,3,main,qualifications,qualifications/how_a_rubric_works.mdx,/docs/qualifications/how_a_rubric_works/,"Levels 1 to 10, the mechanism test, and how a rubric is kept from encoding a party line.",how a rubric works; a rubric; rubrics
qualifications_read_the_rubrics,Read the rubrics,3,main,qualifications,qualifications/read_the_rubrics.mdx,/docs/qualifications/read_the_rubrics/,"Where the rubrics live, how to read one, and how to argue with it.",read the rubrics
qualifications_the_qualification_areas,The qualification areas,3,main,qualifications,qualifications/the_qualification_areas.mdx,/docs/qualifications/the_qualification_areas/,"What the sixteen areas cover, and why the list is shaped the way it is.",qualification areas
replace_incumbents_overview,Replacing Captured Incumbents,2,main,replace_incumbents,replace_incumbents/overview.mdx,/docs/replace_incumbents/overview/,"Elections, and nothing else: find the strongest challenger and rally behind them before the primary, not after it.",replacing captured incumbents; captured incumbents; replace incumbents
replace_incumbents_challengers_first,Challengers first,3,main,replace_incumbents,replace_incumbents/challengers_first.mdx,/docs/replace_incumbents/challengers_first/,"Most political attention goes to the incumbent, and that attention has a poor record of removing anyone. Start from the seat instead.",challengers first
replace_incumbents_rally_behind_one_challenger,Rally behind one challenger,3,main,replace_incumbents,replace_incumbents/rally_behind_one_challenger.mdx,/docs/replace_incumbents/rally_behind_one_challenger/,"A split field is how a well-funded incumbent survives. Converging early, by a method the community accepts as fair, is the hard part.",rally behind one challenger; split field
replace_incumbents_the_seat_view,The seat view,3,main,replace_incumbents,replace_incumbents/the_seat_view.mdx,/docs/replace_incumbents/the_seat_view/,"The per-seat page: who holds it, what their record shows, who could take it, and the strongest challenger who is not from your side.",seat view; per-seat view
repos_overview,Repos,2,main,repos,repos/overview.mdx,/docs/repos/overview/,"Every repository, what is in it, and how to run the whole movement on your own machine.",open source; the public repository
repos_contribute,Contribute,3,main,repos,repos/contribute.mdx,/docs/repos/contribute/,"Four ways in - data, code, sources, and telling us we are wrong.",
repos_run_your_own_instance,Run your own instance,3,main,repos,repos/run_your_own_instance.mdx,/docs/repos/run_your_own_instance/,"Running the whole thing yourself, and why forking is a feature rather than a threat.",run your own instance
repos_the_repo_map,The repo map,3,main,repos,repos/the_repo_map.mdx,/docs/repos/the_repo_map/,"What lives where: packages, specs, rubrics, and the data record.",repo map
rigged_economy_overview,The Rigged Economy,2,main,rigged_economy,rigged_economy/overview.mdx,/docs/rigged_economy/overview/,"Naming the rigged economy out loud, with receipts — and building a fix both party bases actually support.",rigged economy; the rigged economy
rigged_economy_document_it_yourself,Document it yourself,3,main,rigged_economy,rigged_economy/document_it_yourself.mdx,/docs/rigged_economy/document_it_yourself/,"Five steps that turn a felt grievance into a sourced, rankable finding anybody can check — using the same tools we use.",document it yourself
rigged_economy_how_the_rigging_works,How the rigging works,3,main,rigged_economy,rigged_economy/how_the_rigging_works.mdx,/docs/rigged_economy/how_the_rigging_works/,Not that some people do better than others — that some people write the rule they compete under. The four recurring forms.,how the rigging works
rigged_economy_the_fix_both_sides_support,The fix both sides support,3,main,rigged_economy,rigged_economy/the_fix_both_sides_support.mdx,/docs/rigged_economy/the_fix_both_sides_support/,"A fix only one base supports is a plank, and it lasts as long as that majority. Writing repairs that survive a change of control.",fix both sides support; a fix both sides will sign; signable by both
social_contract_overview,The Social Contract,2,main,social_contract,social_contract/overview.mdx,/docs/social_contract/overview/,The reference standard everything is measured against - the Constitution and representative democracy as promised.,social contract; the social contract
social_contract_misalignment_vs_disagreement,Misalignment vs disagreement,3,main,social_contract,social_contract/misalignment_vs_disagreement.mdx,/docs/social_contract/misalignment_vs_disagreement/,"The line between a structural violation and a policy fight, and why blurring it would end the project.",misalignment vs disagreement; misalignment; misaligned
social_contract_the_us_social_contract,The US social contract,3,main,social_contract,social_contract/the_us_social_contract.mdx,/docs/social_contract/the_us_social_contract/,"What we measure against, how it is stored in layers, and what it does not cover.",us social contract
social_contract_why_a_yardstick,Why a yardstick,3,main,social_contract,social_contract/why_a_yardstick.mdx,/docs/social_contract/why_a_yardstick/,What goes wrong when a movement measures against its own preferences.,why a yardstick
start_here_overview,Start Here,2,main,start_here,start_here/overview.mdx,/docs/start_here/overview/,"The plain-language front door: what We The Citizens is, in sixty seconds and then in five minutes.",
start_here_five_minute_tour,Five minute tour,3,main,start_here,start_here/five_minute_tour.mdx,/docs/start_here/five_minute_tour/,"The whole site in one pass, in the order it makes sense in.",five minute tour
start_here_what_it_is,What it is,3,main,start_here,start_here/what_it_is.mdx,/docs/start_here/what_it_is/,"The movement, the app, and the public record - three things with one name.",
start_here_who_it_is_for,Who it is for,3,main,start_here,start_here/who_it_is_for.mdx,/docs/start_here/who_it_is_for/,"The people this was built for, and the people it will disappoint.",
take_action_overview,Take Action,2,main,take_action,take_action/overview.mdx,/docs/take_action/overview/,"The catalog of things a citizen can actually do this week, each one worth points and each one checkable.",take action
take_action_call_your_representative,Call your representative,3,main,take_action,take_action/call_your_representative.mdx,/docs/take_action/call_your_representative/,The worked example: from a record on this site to a phone call that counts.,call your representative
take_action_log_what_you_did,Log what you did,3,main,take_action,take_action/log_what_you_did.mdx,/docs/take_action/log_what_you_did/,"The form, the evidence links, the declaration, and the prohibited-conduct limit.",log what you did
take_action_the_action_catalog,The action catalog,3,main,take_action,take_action/the_action_catalog.mdx,/docs/take_action/the_action_catalog/,"What is in the catalog, by track, and how to pick something that fits the hour you have.",action catalog; action catalogue
the_movement_overview,The Movement,2,main,the_movement,the_movement/overview.mdx,/docs/the_movement/overview/,"Who We The Citizens is: the charter, the four pillars, and what joining actually means.",we the citizens movement
the_movement_charter,Charter,3,main,the_movement,the_movement/charter.mdx,/docs/the_movement/charter/,"The governing document: what the movement is for, and the commitments that bind everything built under it.",the charter
the_movement_four_pillars,Four pillars,3,main,the_movement,the_movement/four_pillars.mdx,/docs/the_movement/four_pillars/,"Voting and policy decisions, law generation, applied ethics, and decisions under incomplete information.",four pillars
the_movement_who_can_join,Who can join,3,main,the_movement,the_movement/who_can_join.mdx,/docs/the_movement/who_can_join/,"The two personas, why anonymity never caps you, and what supporting the movement does and does not buy.",
the_problem_overview,The Problem,2,main,the_problem,the_problem/overview.mdx,/docs/the_problem/overview/,"What is actually broken in democracy today, stated without jargon and without asking you to already agree.",
the_problem_democracy_as_promised,Democracy as promised,3,main,the_problem,the_problem/democracy_as_promised.mdx,/docs/the_problem/democracy_as_promised/,"The deal representative democracy actually offers, and the single link in it that broke.",democracy as promised
the_problem_the_deadlock_pattern,The deadlock pattern,3,main,the_problem,the_problem/the_deadlock_pattern.mdx,/docs/the_problem/the_deadlock_pattern/,"Manufactured uncertainty: break the chain on purpose, then demand a complete chain.",deadlock pattern
the_problem_why_arguing_online_fails,Why arguing online fails,3,main,the_problem,the_problem/why_arguing_online_fails.mdx,/docs/the_problem/why_arguing_online_fails/,"Why the obvious response to all this does not work, and what the alternative has to have.",why arguing online fails
trust_scores_overview,Trust Scores,2,main,trust_scores,trust_scores/overview.mdx,/docs/trust_scores/overview/,A trust score builds a mesh of real citizens who can vote — and that mesh is the defense against bots and paid influence.,trust scores; trust score
trust_scores_built_and_voted_on_the_party_doors,Built and voted on the party doors,3,main,trust_scores,trust_scores/built_and_voted_on_the_party_doors.mdx,/docs/trust_scores/built_and_voted_on_the_party_doors/,"A community can only vouch for people it actually knows — which is why trust is built and voted at the .com level, not here.",built and voted on the party doors
trust_scores_the_mesh_and_what_it_defends_against,"The mesh, and what it defends against",3,main,trust_scores,trust_scores/the_mesh_and_what_it_defends_against.mdx,/docs/trust_scores/the_mesh_and_what_it_defends_against/,"Whoever can manufacture people wins — unless the venue counts only real ones. The defence is arithmetic, not censorship.","mesh, and what it defends against; the mesh; mesh of verified"
trust_scores_the_read_only_rollup,The read-only roll-up,3,main,trust_scores,trust_scores/the_read_only_rollup.mdx,/docs/trust_scores/the_read_only_rollup/,"This door shows the shape of the mesh, stitched together from the four party doors. You can see it from here. You cannot vote on it from here.",read-only roll-up; the roll-up
us_intelligence_overview,US Intelligence,2,main,us_intelligence,us_intelligence/overview.mdx,/docs/us_intelligence/overview/,"Serving this country only — never a puppet master over US politics, never the route a foreign power uses to reach citizens.",us intelligence
us_intelligence_no_puppet_master_over_politics,No puppet master over US politics,3,main,us_intelligence,us_intelligence/no_puppet_master_over_politics.mdx,/docs/us_intelligence/no_puppet_master_over_politics/,"Where control over a decision runs through the information available to the decider, the party controlling the information is a party to the decision.",no puppet master over us politics; puppet master over us politics
us_intelligence_no_removing_democracy,No removing democracy at home,3,main,us_intelligence,us_intelligence/no_removing_democracy.mdx,/docs/us_intelligence/no_removing_democracy/,"Collection, classification and investigative authority turned on the electorate instead of used for it — three concerns, each stated so it can be tested.",no removing democracy at home
us_intelligence_whistleblowers,Whistleblowers,3,main,us_intelligence,us_intelligence/whistleblowers.mdx,/docs/us_intelligence/whistleblowers/,"Nothing in this area is discoverable from outside without people inside who can speak — so protection is load-bearing, not a courtesy.",whistleblowers; whistleblower protection
values_overview,Values,2,main,values,values/overview.mdx,/docs/values/overview/,"Pillar 3: turn your ethics into something an AI can apply consistently, at scale, on your behalf.",
values_policy_packets,Policy packets,3,main,values,values/policy_packets.mdx,/docs/values/policy_packets/,"Publishing your value system, importing somebody else's, and why this is not delegation.",policy packets; policy packet
values_where_this_stops,Where this stops,3,main,values,values/where_this_stops.mdx,/docs/values/where_this_stops/,The honest limits of representing ethics as structured rules.,where this stops
values_write_down_your_values,Write down your values,3,main,values,values/write_down_your_values.mdx,/docs/values/write_down_your_values/,"Starting from one rule, and what separates a usable rule from a slogan.",write down your values; value system; value systems
voting_records_overview,Voting Records,2,main,voting_records,voting_records/overview.mdx,/docs/voting_records/overview/,How we read the public record of how somebody voted - the source of the hardest numbers on the site.,voting records; voting record; roll call; roll calls
voting_records_blocked_from_a_vote,Blocked from a vote,3,main,voting_records,voting_records/blocked_from_a_vote.mdx,/docs/voting_records/blocked_from_a_vote/,"The act with the biggest effect and the smallest trace, and why it weighs what it weighs.",blocked from a vote
voting_records_what_counts_as_a_vote,What counts as a vote,3,main,voting_records,voting_records/what_counts_as_a_vote.mdx,/docs/voting_records/what_counts_as_a_vote/,"Votes, authorship, stages and vehicles - and which of those enter the arithmetic.",what counts as a vote
voting_records_where_the_data_comes_from,Where the data comes from,3,main,voting_records,voting_records/where_the_data_comes_from.mdx,/docs/voting_records/where_the_data_comes_from/,"Sources, provenance, and why the boring parts of the record are the most reliable.",where the data comes from
d_abortion_rights_overview,"Abortion Rights, and Why the Codification Never Comes",2,d,abortion_rights,d/abortion_rights/overview.mdx,/docs/d/abortion_rights/,The majority arrives and the promised codification never happens — because incumbents need the issue unresolved more than they need it fixed.,"abortion rights, and why the codification never comes"
d_abortion_rights_abortion_rights,"Abortion Rights, Codified",3,d,abortion_rights,d/abortion_rights/abortion_rights.mdx,/docs/d/abortion_rights/abortion_rights/,"Codified, not left to be re-litigated every cycle.","abortion rights, codified"
d_abortion_rights_fixing_money_in_politics,Money in Politics Is the Mechanism Underneath,3,d,abortion_rights,d/abortion_rights/fixing_money_in_politics.mdx,/docs/d/abortion_rights/fixing_money_in_politics/,Citizens United is the specific fight.,money in politics is the mechanism underneath
d_abortion_rights_fixing_the_rigged_economy,The Same Swamp Keeps the Economy Rigged,3,d,abortion_rights,d/abortion_rights/fixing_the_rigged_economy.mdx,/docs/d/abortion_rights/fixing_the_rigged_economy/,"One captured layer, two symptoms.",same swamp keeps the economy rigged
d_about_us_overview,Who This Door Is For,2,d,about_us,d/about_us/overview.mdx,/docs/d/about_us/,"Who this door is for: voters who vote Democrat, building their own package in their own language.",who this door is for
d_about_us_democrat_voters_not_the_establishment,"Democrat Voters, Not the Establishment",3,d,about_us,d/about_us/democrat_voters_not_the_establishment.mdx,/docs/d/about_us/democrat_voters_not_the_establishment/,"We are talking to the voter, not to the officeholder and not to the party apparatus.","democrat voters, not the establishment"
d_about_us_why_here_not_the_io,Why You Are Here and Not on the Non-Partisan Site,3,d,about_us,d/about_us/why_here_not_the_io.mdx,/docs/d/about_us/why_here_not_the_io/,The .io is deliberately neutral and will not take your partisan issues on. Everything partisan lives here.,why you are here and not on the non-partisan site
d_ai_era_economy_overview,An Economy Ideal for Workers in the Era of AI,2,d,ai_era_economy,d/ai_era_economy/overview.mdx,/docs/d/ai_era_economy/,"AI is changing what work is, and this community wants an answer before the disruption lands rather than after.",economy ideal for workers in the era of ai
d_board_of_directors_overview,Our Board of Directors,2,d,board_of_directors,d/board_of_directors/overview.mdx,/docs/d/board_of_directors/,"A real governance body that sits at the .com level, described accurately and never overstated.",our board of directors
d_board_of_directors_the_board_sits_at_the_com_level,The Board Sits at the .com Level,3,d,board_of_directors,d/board_of_directors/the_board_sits_at_the_com_level.mdx,/docs/d/board_of_directors/the_board_sits_at_the_com_level/,Partisan governance belongs with the partisan community.,board sits at the .com level
d_community_voting_overview,Community-Based Voting and Collaboration,2,d,community_voting,d/community_voting/overview.mdx,/docs/d/community_voting/,"The mechanism the whole platform runs on: positions, plans and candidate judgments come from citizens voting and working together.",community-based voting and collaboration
d_community_voting_the_community_builds_it,"The Community Builds the Package, We Do Not Hand It Down",3,d,community_voting,d/community_voting/the_community_builds_it.mdx,/docs/d/community_voting/the_community_builds_it/,"Collaboration produces the package, and the package is the product.","community builds the package, we do not hand it down"
d_community_voting_vote_your_spectrum,Voting on Where You Sit on the Spectrum,3,d,community_voting,d/community_voting/vote_your_spectrum.mdx,/docs/d/community_voting/vote_your_spectrum/,Citizens vote their own position. That position drives candidate matching.,voting on where you sit on the spectrum
d_reference_text,We The Citizens D — Reference Text,3,d,d,d/reference_text.mdx,/docs/d/reference_text/,"Long-form reference text for the Democrat front door at WeCitizensD.com: your own seats, your own incumbents, and who could replace them.",we the citizens d — reference text
d_overview,We The Citizens D,door,d,d,d/overview.mdx,/docs/d/overview/,"The Democrat front door at WeCitizensD.com: your own seats, your own incumbents, and who could replace them.",we the citizens d; wecitizensd.com
d_economics_for_workers_overview,Economics That Work for Workers,2,d,economics_for_workers,d/economics_for_workers/overview.mdx,/docs/d/economics_for_workers/,"Economics is the center of this door, and every plank gets the same test: does it work for the worker.",economics that work for workers
d_fix_bills_overview,Partisan Laws and Bills,2,d,fix_bills,d/fix_bills/overview.mdx,/docs/d/fix_bills/,"Partisan law work happens on the .com doors, and this is where Democrat voters add and prioritize the laws they care about.",partisan laws and bills
d_fix_bills_add_the_laws_you_care_about,Adding the Laws This Community Cares About,3,d,fix_bills,d/fix_bills/add_the_laws_you_care_about.mdx,/docs/d/fix_bills/add_the_laws_you_care_about/,Democrat voters add and shape the laws that matter to them.,adding the laws this community cares about
d_fix_bills_bills_that_matter_most,Bills That Matter Most to Democrats,3,d,fix_bills,d/fix_bills/bills_that_matter_most.mdx,/docs/d/fix_bills/bills_that_matter_most/,A concrete bill is a better test of a candidate than a general statement.,bills that matter most to democrats
d_four_doors_overview,How This Door Relates to the Other Three,2,d,four_doors,d/four_doors/overview.mdx,/docs/d/four_doors/,"Four party doors, one app: R Republicans, D Democrats, L Libertarians, S Democratic Socialists.",how this door relates to the other three
d_four_doors_one_app_four_doors,"One App, Four Doors",3,d,four_doors,d/four_doors/one_app_four_doors.mdx,/docs/d/four_doors/one_app_four_doors/,"WeCitizensD.com is edition D of the one We The Citizens app, recognized by hostname.","one app, four doors"
d_four_doors_sending_visitors_here,Sending Non-Partisan Visitors Here,3,d,four_doors,d/four_doors/sending_visitors_here.mdx,/docs/d/four_doors/sending_visitors_here/,The .io's job is to send you to the door for the party you care about.,sending non-partisan visitors here
d_meritocracy_overview,Meritocracy: Finding the Best Candidates,2,d,meritocracy,d/meritocracy/overview.mdx,/docs/d/meritocracy/,The engine underneath everything: surface the candidates most dedicated to citizens and strongest at refusing to be co-opted.,meritocracy: finding the best candidates
d_meritocracy_dedicated_to_citizens,Dedicated to Always Work for Citizens,3,d,meritocracy,d/meritocracy/dedicated_to_citizens.mdx,/docs/d/meritocracy/dedicated_to_citizens/,"The test is what happens after the election, not what was promised before it.",dedicated to always work for citizens
d_meritocracy_matching_the_spectrum,Matching Candidates to Where You Sit on the Spectrum,3,d,meritocracy,d/meritocracy/matching_the_spectrum.mdx,/docs/d/meritocracy/matching_the_spectrum/,"Democrat voters are not one position, so we do not flatten them into one.",matching candidates to where you sit on the spectrum
d_meritocracy_open_source_open_data_open_ai,"Open Data, Open Source, Open AI",3,d,meritocracy,d/meritocracy/open_source_open_data_open_ai.mdx,/docs/d/meritocracy/open_source_open_data_open_ai/,This is what makes the meritocracy claim verifiable instead of just asserted.,"open data, open source, open ai"
d_meritocracy_strong_enough_to_refuse,Strong Enough to Refuse Being Co-Opted,3,d,meritocracy,d/meritocracy/strong_enough_to_refuse.mdx,/docs/d/meritocracy/strong_enough_to_refuse/,Being good is not enough if the pressure turns you.,strong enough to refuse being co-opted
d_new_colonialism_overview,New Colonialism: Foreign Interests Controlling US Politicians,2,d,new_colonialism,d/new_colonialism/overview.mdx,/docs/d/new_colonialism/,A new layer of colonialism gets added every year when foreign money buys influence over US politicians and US citizens pay for it.,new colonialism: foreign interests controlling us politicians
d_new_colonialism_challengers_who_will_remove_the_layers,Challengers Who Will Remove the Layers,3,d,new_colonialism,d/new_colonialism/challengers_who_will_remove_the_layers.mdx,/docs/d/new_colonialism/challengers_who_will_remove_the_layers/,"Every year the layer gets thicker, because the incumbents who benefit will not remove it.",challengers who will remove the layers
d_non_partisan_site_overview,What Stays Up at the Non-Partisan Site,2,d,non_partisan_site,d/non_partisan_site/overview.mdx,/docs/d/non_partisan_site/,"Some things deliberately do not move down to this door, and this page points at the .io instead of quietly duplicating them.",what stays up at the non-partisan site
d_non_partisan_site_no_religion_on_this_door,"No Religion Up There, and None on This Door",3,d,non_partisan_site,d/non_partisan_site/no_religion_on_this_door.mdx,/docs/d/non_partisan_site/no_religion_on_this_door/,That language is exclusive to the Republican door.,"no religion up there, and none on this door"
d_non_partisan_site_the_neutral_lobby,The Neutral Lobby and the One High-Level Plan,3,d,non_partisan_site,d/non_partisan_site/the_neutral_lobby.mdx,/docs/d/non_partisan_site/the_neutral_lobby/,The .io has exactly one top-level plan.,neutral lobby and the one high-level plan
d_non_partisan_site_the_read_only_rollup,The Read-Only Trust-Score Roll-Up,3,d,non_partisan_site,d/non_partisan_site/the_read_only_rollup.mdx,/docs/d/non_partisan_site/the_read_only_rollup/,"The combined, cross-party trust view lives up on the .io.",read-only trust-score roll-up
d_replace_incumbents_overview,Replacing Incumbents Controlled by Elites and Money in Politics,2,d,replace_incumbents,d/replace_incumbents/overview.mdx,/docs/d/replace_incumbents/,The core action: elect challengers to replace incumbents who answer to money and to elites instead of to the people who elected them.,replacing incumbents controlled by elites and money in politics
d_replace_incumbents_challengers_who_cannot_be_bought,Challengers Who Cannot Be Bought,3,d,replace_incumbents,d/replace_incumbents/challengers_who_cannot_be_bought.mdx,/docs/d/replace_incumbents/challengers_who_cannot_be_bought/,An incumbent serving foreign interests over the citizen base is disqualified by that fact.,challengers who cannot be bought
d_replace_incumbents_fixing_citizens_united,Citizens United Gets Fixed by This System,3,d,replace_incumbents,d/replace_incumbents/fixing_citizens_united.mdx,/docs/d/replace_incumbents/fixing_citizens_united/,Unlimited outside money only works if it buys officeholders.,citizens united gets fixed by this system
d_replace_incumbents_when_votes_track_donors,When the Votes Track the Donors,3,d,replace_incumbents,d/replace_incumbents/when_votes_track_donors.mdx,/docs/d/replace_incumbents/when_votes_track_donors/,The trigger is the voting record.,when the votes track the donors
d_rigged_economy_overview,Removing the Rigged Economy,2,d,rigged_economy,d/rigged_economy/overview.mdx,/docs/d/rigged_economy/,"The Democrat voter's own package for removing the rigged layer and getting back to an ethical, clean economy.",removing the rigged economy
d_rigged_economy_ideal_for_workers,"An Ethical, Clean Economy That Is Ideal for Workers",3,d,rigged_economy,d/rigged_economy/ideal_for_workers.mdx,/docs/d/rigged_economy/ideal_for_workers/,Removing the rigged layer is the means. The clean economy is the end.,"ethical, clean economy that is ideal for workers"
d_rigged_economy_the_democrat_package,The Democrat Voter's Own Package,3,d,rigged_economy,d/rigged_economy/the_democrat_package.mdx,/docs/d/rigged_economy/the_democrat_package/,The community creates the package. We give the process and the tools.,democrat voter's own package
d_trust_scores_overview,Trust Scores,2,d,trust_scores,d/trust_scores/overview.mdx,/docs/d/trust_scores/,"Trust scores are how a citizen judges whether a candidate really works for citizens — built and voted here, at the party level.",trust scores
d_trust_scores_built_and_voted_here,"Built and Voted Here, at the Party Level",3,d,trust_scores,d/trust_scores/built_and_voted_here.mdx,/docs/d/trust_scores/built_and_voted_here/,"If you want your vote to count on a score, this is where you cast it.","built and voted here, at the party level"
d_trust_scores_the_read_only_rollup,The Read-Only Roll-Up on the Non-Partisan Site,3,d,trust_scores,d/trust_scores/the_read_only_rollup.mdx,/docs/d/trust_scores/the_read_only_rollup/,The .io stitches the party scores together. Nobody votes there.,read-only roll-up on the non-partisan site
d_words_we_use_overview,Words We Use and Words We Avoid,2,d,words_we_use,d/words_we_use/overview.mdx,/docs/d/words_we_use/,"Language is the whole job of this door: two audiences never share a page, and we never claim a status we do not hold.",words we use and words we avoid
d_words_we_use_words_we_avoid,Words We Avoid,3,d,words_we_use,d/words_we_use/words_we_avoid.mdx,/docs/d/words_we_use/words_we_avoid/,The phrases that never appear on this door.,words we avoid
d_words_we_use_words_we_use,Words We Use,3,d,words_we_use,d/words_we_use/words_we_use.mdx,/docs/d/words_we_use/words_we_use/,The phrases that belong on this door.,words we use
d_yearly_conference_overview,The Yearly Strategic Conference,2,d,yearly_conference,d/yearly_conference/overview.mdx,/docs/d/yearly_conference/,"A yearly strategic conference for this community, where its direction gets set together.",yearly strategic conference
d_yearly_conference_a_com_level_event,"A .com-Level Event, Not a Non-Partisan One",3,d,yearly_conference,d/yearly_conference/a_com_level_event.mdx,/docs/d/yearly_conference/a_com_level_event/,The conference is not held at the non-partisan level.,".com-level event, not a non-partisan one"
l_about_us_overview,About Us for Libertarian Voters,2,l,about_us,l/about_us/overview.mdx,/docs/l/about_us/,"Who this door is for: libertarians and the broader liberty movement, building their own package in their own language.",about us for libertarian voters
l_about_us_libertarian_voters_not_the_swamp,"Libertarian Voters, Not the DC Swamp",3,l,about_us,l/about_us/libertarian_voters_not_the_swamp.mdx,/docs/l/about_us/libertarian_voters_not_the_swamp/,"We are talking to the voter, not to the officeholder and not to the party apparatus.","libertarian voters, not the dc swamp"
l_about_us_why_here_not_the_io,Why You Are Here and Not on the Non-Partisan Site,3,l,about_us,l/about_us/why_here_not_the_io.mdx,/docs/l/about_us/why_here_not_the_io/,The .io is deliberately neutral and will not take your partisan issues on. Everything partisan lives here.,why you are here and not on the non-partisan site
l_board_of_directors_overview,Our Board of Directors,2,l,board_of_directors,l/board_of_directors/overview.mdx,/docs/l/board_of_directors/,"A real governance body that sits at the .com level, described accurately and never overstated.",our board of directors
l_board_of_directors_the_board_sits_at_the_com_level,The Board Sits at the .com Level,3,l,board_of_directors,l/board_of_directors/the_board_sits_at_the_com_level.mdx,/docs/l/board_of_directors/the_board_sits_at_the_com_level/,Partisan governance belongs with the partisan community.,board sits at the .com level
l_community_voting_overview,Community-Based Voting and Collaboration,2,l,community_voting,l/community_voting/overview.mdx,/docs/l/community_voting/,"The mechanism the whole platform runs on: positions, plans and candidate judgments come from citizens voting and working together.",community-based voting and collaboration
